5496326,,,
2998784,,,
43414,,,
3242990,,,
1478069,,,
359244,,,
2010151,,,
2399295,,,
409803,,,
148294,,,
566619,,,
3189853,,,
1926047,,,
2631061,,,
6673006,,,
307500,,,
779124,,,
17833,,,
1916497,,,
1255763,,,
1821852,,,
4148464,,,
99865,,,
1291714,,,
3347305,,,
1393653,,,
1936560,,,
3163202,,,
1364009,,,
901888,,,
990568,,,
120890,,,
1014932,,,
1880679,,,
2827690,,,
687180,,,
624308,,,
750077,,,
947757,,,
98672,,,
1094753,,,
3035363,,,
1324097,,,
2189835,,,
315660,,,
163588,,,
4899110,,,
219199,,,
865906,,,
197743,,,
372675,,,
52098,,,
1707776,,,
2999886,,,
459360,,,
398619,,,
342351,,,
71094,,,
57992,,,
196635,,,
929083,,,
1208574,,,
1122682,,,
1970379,,,
388625,,,
3443,,,
337523,,,
274284,,,
799129,,,
2014387,,,
75009,,,
1186218,,,
238055,,,
123398,,,
1148706,,,
321401,,,
4948577,,,
2743314,,,
2952524,,,
421770,,,
101174,,,
4535674,,,
2389264,,,
2424801,,,
4731739,,,
752235,,,
1969412,,,
1195388,,,
207825,,,
1265394,,,
1261227,,,
503943,,,
1657,,,
5317669,,,
450257,,,
728528,,,
1243572,,,
11406,,,
543991,,,
449191,,,
2199048,,,
1234331,,,
1859044,,,
2720616,,,
1296715,,,
197885,,,
382301,,,
5820215,,,
82950,,,
1413154,,,
897721,,,
56350,,,
3220100,,,
761614,,,
362566,,,
1862301,,,
1051161,,,
653087,,,
1008276,,,
434203,,,
3097645,,,
2064496,,,
197591,,,
4261796,,,
609043,,,
529496,,,
2936228,,,
268055,,,
382752,,,
709616,,,
1740176,,,
1419145,,,
993378,,,
577975,,,
900784,,,
723378,,,
860074,,,
185316,,,
2659514,,,
4465210,,,
4164608,,,
1949087,,,
4316,,,
1451496,,,
744061,,,
325839,,,
887479,,,
2526652,,,
2788808,,,
391201,,,
625889,,,
821805,,,
1740388,,,
592238,,,
1326276,,,
10289,,,
1499991,,,
4307067,,,
2908643,,,
259239,,,
1769933,,,
887957,,,
291001,,,
1119520,,,
1826893,,,
931035,,,
4292949,,,
846931,,,
20267,,,
616245,,,
1407406,,,
396914,,,
442299,,,
382927,,,
898157,,,
6469390,,,
2750526,,,
312675,,,
4319284,,,
689212,,,
2947090,,,
437430,,,
290231,,,
964667,,,
315465,,,
1294577,,,
2296553,,,
3520342,,,
132055,,,
2284590,,,
1109043,,,
2638621,,,
1294146,,,
225849,,,
495065,,,
221537,,,
1101799,,,
917346,,,
1111724,,,
2374142,,,
420182,,,
